City,Description,Title,URL,Price,Condition
Raymond,"
24"" long x 12 1/4"" wide (measuring from end of rockers)  x 13 3/4"" tall. We live on the Raymond / Candia town line, about 15 minutes from Manchester. Please include your phone number if interested. Thanks.    ",Old Doll Cradle,https://nh.craigslist.org/fuo/6152545036.html,$10,excellent
MANCHESTER,"
Foremost Ashburn 36 in. W x 21.5 in. D x 34 in. H Vanity Cabinet Only in Mahogany
Contractor closing out leftover stock. I bought this new from HD for $449.00
Fully assembled for quick installation
Versatile storage space utilitzing doors and drawers
Soft stop bumpers on doors allow for quiet closing    ",NEW Foremost Ashburn 36in Vanity.,https://nh.craigslist.org/fuo/6173087836.html,$185,new
Manchester,"
Full size electric bed with mattress in great shape, if interested text 603-315-729 zero.
$400 or best offer    ",Full size electric bed and mattress,https://nh.craigslist.org/fuo/6173087807.html,$400,excellent
Deerfield,"
Coffee table - light colored oak    ",Coffee Table,https://nh.craigslist.org/fuo/6164001891.html,$25,salvage
Merrimack,"
Radio Console, in good shape and works    ",Radio Console,https://nh.craigslist.org/fuo/6144006261.html,$40,good
manchester nh,"
like new call",nice canadian glider chair,https://nh.craigslist.org/fuo/6173066069.html,$50,like new
Meredith,"
4 antique shield back chairs
Good Candidate for restoration for period furniture
these have been sitting around for a while and I haven't tried cleaning them    ",Antique Shield Back Chairs,https://nh.craigslist.org/fuo/6149188395.html,$425,good
"Brentwood, NH","
I have one 4 person group/cluster cafeteria/breakroom table with attached swivel chairs. Has 24 1/2 inch x 42 1/2 inch table top. $300.00
I have one 6 person group/cluster cafeteria/breakroom table with attached swivel chairs. Has 24 1/2 inch x 6 ft. table top. $400.00
Call for more info.    ",Group/cluster cafeteria/breakroom tables w/attached chairs,https://nh.craigslist.org/fuo/6172781335.html,,good
plaistow,"
Call 603c 682c 6871c.    ",pull out sofa  free local delivery,https://nh.craigslist.org/fuo/6172779476.html,$20,good
Londonderry,"
Super comfy swiveling and rocking recliner.  Romulus model purchased in 2016 brand new from Bernie & Phyl's.  Hardly used, sat in maybe 5 times.  Pristine condition.  No rips or tears.  Smoke free/pet free home.  Has been stored in plastic.  Paid $400, asking for $300.  Pick up in Londonderry NH.  Thanks!    ",Like new swivel/rocking recliner,https://nh.craigslist.org/fuo/6172783362.html,$300,like new
"Bedford, NH","
- wicker chair would need to be repainted/repaired on bottom of legs
- measures 37""h 30""w 25""d
-  pillow and cushion are brand new (purchases from Pier 1)
- includes outdoor cover    ",Wicker Chair w/Seat Cushion & Pillow,https://nh.craigslist.org/fuo/6139796810.html,$40,fair
Hooksett,"
Zebra    ",Floor lamp,https://nh.craigslist.org/fuo/6172745283.html,$10,good
Wolfeboro,"
This is a really solid and beautiful piece of furniture.    ",Now $55 Off-Powerful & Unique Brown Square Coffee Table w/ One Drawer,https://nh.craigslist.org/fuo/6172744976.html,$95,excellent
Wolfeboro,"
This large four piece tile table has so much going for it. Truly a steal @ this price. Similar tables on-line sell for over 250 dollars .    ","NOW $65 OFF-Unique, Interesting and Cool Large Golden Oak Tile Table !",https://nh.craigslist.org/fuo/6159432007.html,$85,excellent
North Hampton NH,"
Great for open storage and display in kitchen or dining room.    ",Antique hutch,https://nh.craigslist.org/fuo/6172744639.html,$450,good
,"
Must go! 
Good condition!
BO    ",Living room set - MUST GO couch and chaise,https://nh.craigslist.org/fuo/6172748488.html,$175,good
Gilford,"
Decorative display cabinet. Glass on 3 sides.    ",Display case,https://nh.craigslist.org/fuo/6172748489.html,$50,like new
New Market,"
Handmade Oak Spice Rack.    ",Spice Rack,https://nh.craigslist.org/fuo/6172748552.html,$15,good
Chester,"
Beautiful cherry wood stand alone floor mirror. Swivels and beveled. Excellent condition. Nonsmoking home. No scratches.    ",Floor mirror - cherry,https://nh.craigslist.org/fuo/6138191762.html,$100,excellent
44 Main Street Meredith NH,"
Custom Built Chessboard Table, One of a kind piece created with a vintage pedestal base. $300    ",Custom Chessboard Table,https://nh.craigslist.org/fuo/6151553978.html,$300,new
Chester,"
Plaid recliner arm chair. Dark blue, tan, and burgundy plaid    ",Arm chair that reclines,https://nh.craigslist.org/fuo/6156630295.html,$50,good
44 Main Street Meredith NH,"
Custom Built Tall Chimney Cupboard.  This handcrafted cupboard is build with rustic barn board.  It is complimented with a light gray stain.  $295    ",Custom Built Barnboard Tall Chimney Cupboard,https://nh.craigslist.org/fuo/6141137163.html,$295,new
44 Main Street Meredith NH,"
One of a Kind Custom Built Rustic Hickory End or Bed Tables.  $450 each or $800 for the pair.  These table are build with solid hickory.  Stained natural to show the beauty of the wood.",Rustic Hickory End Tables,https://nh.craigslist.org/fuo/6140020126.html,$450,new
Wolfeboro,"
Shabby Chic Vintage oval table hand painted in a warm yellow and accented with a rubbed gold finish. Set includes high end pads, two leaves, and six chairs (2 Captains Chairs and 4 Side Chairs) Cushions are done in a cream on gold shimmery fabric. 
                 This set is made by the Broyhill Furniture Industries   It comes with two 18 inch leaves that are unpainted.    ",Now $305 OFF-Vintage French Provencial Dining Room Set- Great Patina !,https://nh.craigslist.org/fuo/6172744440.html,$295,good
New Market,"
Hand made Oak Spice Rack.    ",Handmade Oak Spice Rack,https://nh.craigslist.org/fuo/6172755660.html,$15,good
Nashua,"
Beautiful Condition Mid-Century Walnut Bookcase - slanted design - top is thinner in depth than the base
38""W x 8.5""D on top 14.5""D at base x 60.25""H",Mid Century Walnut Bookcase,https://nh.craigslist.org/fuo/6166819281.html,$200,excellent
Wilmot,"
Broyhill Sectional Couch with wooden feet and stainguard.  Smoke free.  $675 or best reasonable offer. Moving must sell.  It was $2188 brand new.    ",Broyhill Laramie Sectional Couch,https://nh.craigslist.org/fuo/6169950434.html,$675,excellent
Nashua,"
Mid-Century LANE Coffee Table with Brass Cuffs on Feet and removeable Custom Glass Piece on Top
42""L x 23""W x 16.5""H",Mid Century LANE Walnut/Ash Coffee Table,https://nh.craigslist.org/fuo/6166819657.html,$200,excellent
Manchester,"
Bar stool set. One-of-a-kind hand painted and reupholstered with a teal blue and lime green floral pattern seat. 
Size: H 29 1/2"" W: 13""
CASH ONLY. From smoke/pet free home. Will remove this post once sold.    ",2 Unique Bar Stools,https://nh.craigslist.org/fuo/6166958969.html,$40,excellent
,"
Excellent Condition, Hardwood, Brown, Chair to match 
Moving must go 
$65 for both Or Best Offer
Prefer to be contacted by text for inquiries    ",Computer Desk & Chair,https://nh.craigslist.org/fuo/6172762901.html,$65,excellent
Bedford/Manchester NH,"
Custom finished, solid wood, oak chairs, pine table. Table has been sanded and stained  to give a ""driftwood"" look to the top, chairs have been chalk painted, then classic gray stain over the top and lightly distressed to give a aged look. 6 solid oak chairs from the Oak Hill Collection by Stuart Temple. There are 4 arm chairs and 2 side chairs. This set has 2 leaves to fully extend the table to 71 inches in length and 4 feet in width. Each leaf is 11 1/2 inches wide. Perfect for that big country kitchen or dining room.
neutral enough to fit with any color scheme. the price is $825 cash only please
farmhouse/rustic/country/kitchen/dining room    ",Farmhouse/Country Dining Room Set,https://nh.craigslist.org/fuo/6172755676.html,$825,excellent
NH,"
This is everything you see in the pictures can go. The stand all the extras, tank, lights and the dragon. Super calm, eats well, never bit anyone. Hate to sell it but just had a baby so need the space. Message for questions    ",Tank Setup,https://nh.craigslist.org/fuo/6154029348.html,$125,excellent
Brookfield,"
Like new dark green microfiber sectional with beige colored piping. Sectional includes 5 pieces including a chaise lounge and a cuddler seat. Measure 13x11.6 feet. Pick up in Brookfield or Wolfeboro.    ",Microfiber sectional couch,https://nh.craigslist.org/fuo/6172766096.html,$800,excellent
Kittery,"
Beautiful wooden bookcase!  $30.00!  L-24""  W-12""   H-30""
Call or text 
 
    ",Bookcase,https://nh.craigslist.org/fuo/6155638229.html,$30,like new
Kittery,"
Beautiful mirror with price still on back for only $35.00!  Paid $149.99  L-30""  W-5""   H-35""
Call or text 
 
    ",Mirror,https://nh.craigslist.org/fuo/6155680877.html,$35,like new
"New Castle, NH","
Jonathan Adler - Meurice Tray Table Floor Lamp in excellent condition. Hollywood Regency styled bamboo legs and post. Retails for over $900.  Dimensions - Base: 8.75"" H X 14"" Spread.  Shade: 19.75"" X 20.5"" X 14.75""H. Overall: 66.75""H. Materials: Metal, fabric, parchment. Manufactured by Robert Abbey for Jonathan Adler.",Jonathan Adler - Meurice Tray Table Floor Lamp - Mint,https://nh.craigslist.org/fuo/6172768994.html,$375,excellent
Tyngsboro,"
For sale is beautiful leather sofa and loveseat. Excellent condition, no scratches. No Pets.
Sofa - 700
Loveseat -650
Together - 1250
Moving Sale.
Call or Text 
 
    ",Beige Leather sofa and loveseat,https://nh.craigslist.org/fuo/6165873097.html,$650,like new
"New Castle, NH","
Brand New Benchcraft Queen Sleeper Sofa in Great. New, never used. Mattress still is shrink wrapped in plastic. 
Frame constructions have been rigorously tested to simulate the home and transportation environments for improved durability. 
Corners are glued, blocked and stapled. 
Seats and back spring rails are cut from 7/8"" hardwood. 
Stripes and patterns are match cut. 
Cushion cores are constructed of low melt fiber wrapped over high quality foam.
Sleeper features easy to lift mechanism with innerspring mattress. 
Minimum width of doorway for delivery 32.00"". 
Seat depth 23.50"". 
Seat height 19.50"". 
Distance between arms 69.50"". 
Top of cushion to top of back 19.50"". 
Arm height 25.50"". 
Leg height 4.50"". 
Mattress Size 60.00"" x 72.00"" x 4.00"". 
Distance from end of sleeper to outside back 89.00"". 
Distance from floor to top of mattress 16.00"". 
Distance of opened sleeper to arm 51.00"".    ",Brand New Sleeper Sofa - Queen,https://nh.craigslist.org/fuo/6170039918.html,$650,new
Tyngsboro,"
Solid Cherry/Espresso stain coffee table with 4 storage drawers.
48"" * 30 ""
99 $ or OBO
Call or text 
 
    ",Coffee table,https://nh.craigslist.org/fuo/6158558243.html,$99,excellent
Manchester,"
Antique Cobblers Table. $40 Firm please thanks    ",Antique Cobblers Table,https://nh.craigslist.org/fuo/6172785935.html,$40,good
Newton NH,"
Patio Set 1 Brand New Table 2 Brand New Chairs unassembled,  2 used Chairs in excellent condition .Chair cushions  are sage green and reversable . 
Pickup in NEWTON New Hampshire    ****SERIOUS INQUIRIES ONLY****
****CASH ONLY****    ",Patio Set,https://nh.craigslist.org/fuo/6172787803.html,$250,new
Waterbury Center,"
Custom Made Table Tops
Any Size, Any color to match your space perfectly. 
Custom built to order and finished with three coats of polyurethane for a long lasting and durable finish. Tabletops can easily mount to any pedestal stand. Prices vary depending on size. For example:
24""x24""-$95
30""x30""- $115
24""x36""- $115
24""x42""- $125
24""x48""- $150
**Other custom sizes available**
Delivery options available 
Check out our website with additional photos. 
www.reclaimedcraftsmanship.com    ","Table Tops - Restaurants, Bars, Cafe's",https://nh.craigslist.org/fuo/6132212612.html,,new
plaistow,"
Delivery available. Call 603c 682c 6871c.    ",Shop vac,https://nh.craigslist.org/fuo/6172786978.html,$15,good
Londonderry,"
I have two like new twin size metal loft beds . I just got them about two months ago to save space in my daughters rooms , they are truly like new. I am moving and my kids (they are older) asked to go back to their regular bed frames where they have a much larger room where we are moving. 
I'm asking only 60 each for them where I . Need them gone asap",Black twin metal loft beds-only two months old!!!,https://nh.craigslist.org/fuo/6172791793.html,$60,like new
"wilton, nh","
Moving: furniture, household items, whole house must go.
Double bed with frame- almost new!  $300
Dresser -$150
Side tables (2)-$50
Rocking chairs-$50
Small white end table-$10
Book shelf-$20
Three tier wire shelf-$20
Office desk-$75 or office package(desk, printer, storage, shredder, apple computer -2010, paper, misc items) $375!! 
Microwave-$10
Toaster oven-$10
Coffee maker-$5
pots, pans, whole kitchen- too much to list!  
If you are interested in anything just text me (8zero8) 3six5-477 five.
I can send additional photos or answer questions.
Must pick up.  Everything must go! Thanks for looking.",Moving all must go,https://nh.craigslist.org/fuo/6139821768.html,$1,like new
"wilton, nh","
Lovely rocking chair! Moving, must go this weekend!!  (808) 36 five- 4seven 7 five.
Call or text.    ",rocking chair,https://nh.craigslist.org/fuo/6158195458.html,$50,excellent
Newmarket,"
Adorable country red dresser with attached mirror.  Dresser is 34"" in height, 20"" in depth, 38"" in length.  The attached mirror is 36"" wide and 31"" high.  In great condition    ",Country Mirror/Dresser,https://nh.craigslist.org/fuo/6162310189.html,$125,excellent
"wilton, nh","
Computer desk, just purchased but moving!!  Call or text ",Computer desk,https://nh.craigslist.org/fuo/6158195323.html,$75,new
"Wilton, nh","
Beautiful solid wood dresser.  Moving, must go this weekend! ",Dresser,https://nh.craigslist.org/fuo/6158194613.html,$150,excellent
